DISTRICT,DISTNAME,DPNT504C,DPNT504P,DPNTALLC,DPNTASIC,DPNTASIP,DPNTBLAC,DPNTBLAP,DPNTDSLC,DPNTDSLP,DPNTECOC,DPNTECOP,DPNTFEMC,DPNTFEMP,DPNTFOSC,DPNTFOSP,DPNTHISC,DPNTHISP,DPNTHOMC,DPNTHOMP,DPNTIMMC,DPNTIMMP,DPNTINDC,DPNTINDP,DPNTLEPC,DPNTLEPP,DPNTMALC,DPNTMALP,DPNTMIGC,DPNTMIGP,DPNTMLCC,DPNTMLCP,DPNTNEDC,DPNTNEDP,DPNTPCIC,DPNTPCIP,DPNTRSKC,DPNTRSKP,DPNTTT1C,DPNTTT1P,DPNTTWOC,DPNTTWOP,DPNTWHIC,DPNTWHIP
"'056901","DALHART ISD",64,3.9,1632,4,0.2,12,0.7,61,3.7,934,57.2,768,47.1,17,1,1054,64.6,158,9.7,5,0.3,8,0.5,405,24.8,864,52.9,150,9.2,9,0.6,698,42.8,0,0,816,50,1632,100,20,1.2,534,32.7
"'056902","TEXLINE ISD",18,9,199,0,0,1,0.5,12,6,105,52.8,97,48.7,0,0,100,50.3,3,1.5,0,0,1,0.5,39,19.6,102,51.3,0,0,0,0,94,47.2,0,0,50,25.1,199,100,4,2,93,46.7
"'057802","PEGASUS SCHOOL OF LIBERAL ARTS AND",25,4.9,506,0,0,164,32.4,16,3.2,439,86.8,262,51.8,0,0,304,60.1,85,16.8,0,0,2,0.4,144,28.5,244,48.2,0,0,0,0,67,13.2,0,0,405,80,506,100,14,2.8,22,4.3
"'057803","UPLIFT EDUCATION",620,2.9,21521,1315,6.1,4614,21.4,397,1.8,17300,80.4,10802,50.2,16,0.1,14531,67.5,182,0.8,201,0.9,36,0.2,6821,31.7,10719,49.8,0,0,84,0.4,4221,19.6,7,0,10920,50.7,19942,92.7,389,1.8,629,2.9
"'057804","TEXANS CAN ACADEMIES",140,3,4679,15,0.3,1432,30.6,27,0.6,4679,100,2338,50,0,0,2995,64,9,0.2,0,0,8,0.2,1257,26.9,2341,50,4,0.1,0,0,0,0,1,0,4272,91.3,4679,100,82,1.8,146,3.1
"'057805","LUMIN EDUCATION",6,2.3,256,3,1.2,16,6.3,4,1.6,160,62.5,112,43.8,3,1.2,187,73,1,0.4,2,0.8,0,0,100,39.1,144,56.3,0,0,0,0,96,37.5,0,0,174,68,256,100,7,2.7,43,16.8
"'057806","ADVANTAGE ACADEMY",46,3.8,1207,14,1.2,381,31.6,14,1.2,983,81.4,579,48,0,0,687,56.9,0,0,3,0.2,2,0.2,308,25.5,628,52,0,0,0,0,224,18.6,2,0.2,1055,87.4,1207,100,14,1.2,107,8.9
"'057807","LIFE SCHOOL",344,6.2,5547,10,0.2,2551,46,260,4.7,3238,58.4,2820,50.8,13,0.2,2203,39.7,21,0.4,0,0,7,0.1,565,10.2,2727,49.2,0,0,339,6.1,2309,41.6,0,0,2215,39.9,5547,100,160,2.9,616,11.1
"'057808","UNIVERSAL ACADEMY",24,1,2397,1440,60.1,393,16.4,11,0.5,643,26.8,1203,50.2,0,0,496,20.7,0,0,370,15.4,10,0.4,1019,42.5,1194,49.8,1,0,0,0,1754,73.2,0,0,1034,43.1,735,30.7,21,0.9,37,1.5
"'057809","NOVA ACADEMY",0,0,122,0,0,99,81.1,0,0,113,92.6,64,52.5,1,0.8,19,15.6,0,0,0,0,0,0,11,9,58,47.5,0,0,0,0,9,7.4,0,0,27,22.1,122,100,2,1.6,2,1.6
"'057810","ACADEMY OF DALLAS",1,0.3,341,0,0,262,76.8,2,0.6,339,99.4,184,54,1,0.3,74,21.7,0,0,0,0,0,0,36,10.6,157,46,0,0,0,0,2,0.6,0,0,184,54,341,100,5,1.5,0,0
"'057813","TRINITY BASIN PREPARATORY",136,3.2,4189,88,2.1,428,10.2,70,1.7,3783,90.3,2208,52.7,4,0.1,3589,85.7,24,0.6,189,4.5,4,0.1,2457,58.7,1981,47.3,0,0,4,0.1,406,9.7,0,0,3353,80,4189,100,21,0.5,59,1.4
"'057814","ACADEMY FOR ACADEMIC EXCELLENCE",12,3.9,308,1,0.3,154,50,0,0,308,100,54,17.5,3,1,126,40.9,0,0,0,0,0,0,58,18.8,254,82.5,0,0,0,0,0,0,0,0,308,100,308,100,4,1.3,23,7.5
"'057816","A W BROWN LEADERSHIP ACADEMY",24,1.7,1383,3,0.2,1297,93.8,92,6.7,1317,95.2,721,52.1,0,0,52,3.8,1,0.1,0,0,1,0.1,11,0.8,662,47.9,1,0.1,0,0,66,4.8,0,0,298,21.5,1383,100,27,2,3,0.2
"'057819","JEAN MASSIEU ACADEMY",2,1,195,0,0,32,16.4,2,1,141,72.3,101,51.8,0,0,149,76.4,0,0,0,0,1,0.5,96,49.2,94,48.2,0,0,2,1,54,27.7,0,0,100,51.3,195,100,4,2.1,9,4.6
"'057827","NOVA ACADEMY SOUTHEAST",14,2.3,613,0,0,255,41.6,3,0.5,562,91.7,317,51.7,1,0.2,340,55.5,9,1.5,0,0,1,0.2,169,27.6,296,48.3,0,0,1,0.2,51,8.3,3,0.5,466,76,613,100,8,1.3,6,1
"'057828","WINFREE ACADEMY CHARTER SCHOOLS",151,11.8,1276,18,1.4,288,22.6,80,6.3,594,46.6,719,56.3,2,0.2,623,48.8,44,3.4,0,0,5,0.4,190,14.9,557,43.7,0,0,7,0.5,682,53.4,4,0.3,1229,96.3,1276,100,50,3.9,288,22.6
"'057829","A+ ACADEMY",35,2.4,1456,6,0.4,45,3.1,47,3.2,1265,86.9,719,49.4,0,0,1369,94,1,0.1,11,0.8,0,0,696,47.8,737,50.6,0,0,1,0.1,191,13.1,0,0,982,67.4,1360,93.4,7,0.5,29,2
"'057830","INSPIRED VISION ACADEMY",42,3.3,1290,1,0.1,78,6,40,3.1,1169,90.6,625,48.4,1,0.1,1191,92.3,2,0.2,7,0.5,0,0,606,47,665,51.6,0,0,2,0.2,121,9.4,0,0,727,56.4,1290,100,2,0.2,18,1.4
"'057831","GATEWAY CHARTER ACADEMY",17,2.2,783,0,0,762,97.3,0,0,686,87.6,383,48.9,8,1,15,1.9,0,0,0,0,4,0.5,0,0,400,51.1,0,0,0,0,97,12.4,0,0,375,47.9,783,100,2,0.3,0,0
"'057833","EDUCATION CENTER INTERNATIONAL ACA",67,12.3,543,27,5,127,23.4,38,7,271,49.9,279,51.4,3,0.6,143,26.3,0,0,0,0,0,0,36,6.6,264,48.6,0,0,10,1.8,272,50.1,2,0.4,70,12.9,415,76.4,14,2.6,230,42.4
"'057834","EVOLUTION ACADEMY CHARTER SCHOOL",33,4.9,667,7,1,323,48.4,6,0.9,445,66.7,360,54,4,0.6,259,38.8,51,7.6,2,0.3,5,0.7,46,6.9,307,46,0,0,2,0.3,222,33.3,1,0.1,604,90.6,667,100,16,2.4,56,8.4
"'057835","GOLDEN RULE CHARTER SCHOOL",41,2.6,1554,6,0.4,72,4.6,32,2.1,1552,99.9,791,50.9,0,0,1452,93.4,0,0,0,0,3,0.2,802,51.6,763,49.1,0,0,1,0.1,2,0.1,0,0,813,52.3,1552,99.9,3,0.2,18,1.2
"'057836","ST ANTHONY SCHOOL",13,4,327,0,0,313,95.7,8,2.4,275,84.1,166,50.8,0,0,8,2.4,0,0,0,0,0,0,0,0,161,49.2,0,0,0,0,52,15.9,0,0,83,25.4,327,100,6,1.8,0,0
"'057839","LA ACADEMIA DE ESTRELLAS",25,2.5,1017,3,0.3,2,0.2,22,2.2,889,87.4,498,49,0,0,1002,98.5,0,0,0,0,1,0.1,693,68.1,519,51,0,0,0,0,128,12.6,0,0,739,72.7,1017,100,0,0,9,0.9
"'057840","RICHLAND COLLEGIATE HIGH SCHOOL",13,2.6,498,135,27.1,134,26.9,7,1.4,57,11.4,313,62.9,0,0,126,25.3,0,0,0,0,2,0.4,39,7.8,185,37.1,0,0,0,0,441,88.6,0,0,70,14.1,0,0,11,2.2,90,18.1
"'057841","CITYSCAPE SCHOOLS",13,1.1,1204,1,0.1,188,15.6,47,3.9,1081,89.8,618,51.3,13,1.1,974,80.9,7,0.6,0,0,3,0.2,619,51.4,586,48.7,0,0,0,0,123,10.2,0,0,969,80.5,1204,100,11,0.9,27,2.2
"'057844","MANARA ACADEMY",7,1.1,659,192,29.1,206,31.3,3,0.5,403,61.2,334,50.7,0,0,34,5.2,2,0.3,37,5.6,7,1.1,252,38.2,325,49.3,2,0.3,0,0,256,38.8,0,0,262,39.8,659,100,17,2.6,203,30.8
"'057845","UME PREPARATORY ACADEMY",87,6.9,1270,23,1.8,154,12.1,56,4.4,488,38.4,659,51.9,0,0,642,50.6,0,0,0,0,5,0.4,117,9.2,611,48.1,0,0,2,0.2,782,61.6,1,0.1,260,20.5,1270,100,44,3.5,401,31.6
"'057846","LEGACY PREPARATORY",59,3.9,1513,12,0.8,305,20.2,59,3.9,1310,86.6,717,47.4,0,0,1026,67.8,43,2.8,0,0,18,1.2,598,39.5,796,52.6,0,0,5,0.3,203,13.4,3,0.2,821,54.3,1513,100,27,1.8,122,8.1
"'057847","VILLAGE TECH SCHOOLS",79,6.6,1203,11,0.9,433,36,52,4.3,597,49.6,585,48.6,7,0.6,476,39.6,0,0,1,0.1,2,0.2,36,3,618,51.4,0,0,1,0.1,606,50.4,0,0,347,28.8,1203,100,78,6.5,203,16.9
"'057848","INTERNATIONAL LEADERSHIP OF TEXAS",1048,5,20853,955,4.6,6094,29.2,427,2,13345,64,10821,51.9,8,0,10798,51.8,60,0.3,322,1.5,54,0.3,6144,29.5,10032,48.1,2,0,604,2.9,7508,36,16,0.1,11876,57,19466,93.3,678,3.3,2258,10.8
"'057850","PIONEER TECHNOLOGY & ARTS ACADEMY",103,6,1709,34,2,251,14.7,0,0,693,40.6,799,46.8,2,0.1,758,44.4,11,0.6,0,0,1,0.1,330,19.3,910,53.2,0,0,0,0,1016,59.4,1,0.1,737,43.1,997,58.3,54,3.2,610,35.7
"'057851","BRIDGEWAY PREPARATORY ACADEMY",0,0,101,7,6.9,42,41.6,2,2,41,40.6,53,52.5,0,0,41,40.6,0,0,0,0,0,0,20,19.8,48,47.5,0,0,0,0,60,59.4,0,0,45,44.6,101,100,1,1,10,9.9
"'057903","CARROLLTON-FARMERS BRANCH ISD",976,3.9,24858,2917,11.7,4304,17.3,701,2.8,16790,67.5,11951,48.1,4,0,13844,55.7,84,0.3,1836,7.4,81,0.3,8277,33.3,12907,51.9,1,0,3,0,8068,32.5,13,0.1,13675,55,22111,88.9,798,3.2,2901,11.7
"'057904","CEDAR HILL ISD",314,4.3,7253,72,1,4781,65.9,162,2.2,4504,62.1,3482,48,71,1,1866,25.7,0,0,26,0.4,23,0.3,589,8.1,3771,52,0,0,157,2.2,2749,37.9,2,0,2895,39.9,4609,63.5,303,4.2,206,2.8
"'057905","DALLAS ISD",7023,4.8,145113,1796,1.2,31046,21.4,5965,4.1,123482,85.1,71257,49.1,661,0.5,101470,69.9,3101,2.1,8239,5.7,651,0.4,67587,46.6,73856,50.9,33,0,1400,1,21631,14.9,93,0.1,90148,62.1,141241,97.3,1595,1.1,8462,5.8
"'057906","DESOTO ISD",349,4.4,7929,21,0.3,5879,74.1,160,2,5899,74.4,3757,47.4,186,2.3,1659,20.9,2,0,11,0.1,16,0.2,667,8.4,4172,52.6,0,0,4,0.1,2030,25.6,1,0,3530,44.5,5127,64.7,214,2.7,139,1.8
"'057907","DUNCANVILLE ISD",510,4.3,11748,123,1,4723,40.2,267,2.3,9801,83.4,5765,49.1,92,0.8,6355,54.1,63,0.5,117,1,25,0.2,2433,20.7,5983,50.9,0,0,117,1,1947,16.6,4,0,7413,63.1,7181,61.1,231,2,287,2.4
"'057909","GARLAND ISD",3862,7.2,53921,5084,9.4,9682,18,3289,6.1,38126,70.7,25918,48.1,68,0.1,27930,51.8,651,1.2,1484,2.8,817,1.5,18920,35.1,28003,51.9,9,0,287,0.5,15795,29.3,51,0.1,23842,44.2,52373,97.1,1504,2.8,8853,16.4
"'057910","GRAND PRAIRIE ISD",1967,7,28230,935,3.3,5093,18,1271,4.5,20145,71.4,14208,50.3,44,0.2,18621,66,740,2.6,524,1.9,115,0.4,9048,32.1,14022,49.7,4,0,361,1.3,8085,28.6,36,0.1,17957,63.6,20649,73.1,612,2.2,2818,10
"'057911","HIGHLAND PARK ISD",980,14.7,6648,493,7.4,54,0.8,419,6.3,10,0.2,3268,49.2,2,0,398,6,2,0,0,0,25,0.4,70,1.1,3380,50.8,0,0,0,0,6638,99.8,6,0.1,478,7.2,0,0,215,3.2,5457,82.1
"'057912","IRVING ISD",2193,6.7,32682,1102,3.4,4108,12.6,1765,5.4,27233,83.3,15841,48.5,38,0.1,23180,70.9,294,0.9,2249,6.9,838,2.6,14976,45.8,16841,51.5,14,0,7,0,5449,16.7,57,0.2,23666,72.4,22098,67.6,361,1.1,3036,9.3
"'057913","LANCASTER ISD",284,4,7176,17,0.2,5447,75.9,140,2,6171,86,3493,48.7,78,1.1,1449,20.2,300,4.2,17,0.2,28,0.4,597,8.3,3683,51.3,0,0,256,3.6,1005,14,7,0.1,4136,57.6,7176,100,147,2,81,1.1
"'057914","MESQUITE ISD",3766,9.8,38527,491,1.3,9441,24.5,853,2.2,30034,78,18756,48.7,157,0.4,23179,60.2,531,1.4,238,0.6,269,0.7,11179,29,19771,51.3,7,0,23,0.1,8493,22,27,0.1,24022,62.4,38522,100,816,2.1,4304,11.2
"'057916","RICHARDSON ISD",3473,9.2,37787,2652,7,8394,22.2,2983,7.9,20980,55.5,18489,48.9,171,0.5,14377,38,254,0.7,3524,9.3,98,0.3,10361,27.4,19298,51.1,3,0,412,1.1,16807,44.5,36,0.1,19565,51.8,19372,51.3,1101,2.9,11129,29.5
"'057919","SUNNYVALE ISD",171,8.4,2025,471,23.3,194,9.6,80,4,335,16.5,952,47,9,0.4,280,13.8,6,0.3,13,0.6,6,0.3,132,6.5,1073,53,0,0,64,3.2,1690,83.5,1,0,369,18.2,2025,100,77,3.8,996,49.2
"'057922","COPPELL ISD",896,6.9,13052,6919,53,534,4.1,636,4.9,1262,9.7,6346,48.6,6,0,1714,13.1,21,0.2,804,6.2,38,0.3,1772,13.6,6706,51.4,2,0,307,2.4,11790,90.3,7,0.1,3063,23.5,2990,22.9,409,3.1,3431,26.3
"'058902","DAWSON ISD",7,4.6,151,0,0,1,0.7,4,2.6,107,70.9,78,51.7,2,1.3,99,65.6,0,0,8,5.3,0,0,19,12.6,73,48.3,3,2,1,0.7,44,29.1,0,0,53,35.1,151,100,5,3.3,46,30.5
"'058905","KLONDIKE ISD",12,4.5,264,1,0.4,2,0.8,7,2.7,72,27.3,132,50,0,0,88,33.3,0,0,0,0,2,0.8,10,3.8,132,50,0,0,12,4.5,192,72.7,0,0,45,17,264,100,5,1.9,166,62.9
"'058906","LAMESA ISD",166,9.6,1729,9,0.5,61,3.5,158,9.1,1409,81.5,834,48.2,14,0.8,1435,83,30,1.7,0,0,1,0.1,92,5.3,895,51.8,3,0.2,11,0.6,320,18.5,0,0,1094,63.3,1729,100,9,0.5,214,12.4
"'058909","SANDS CISD",17,6.5,263,2,0.8,0,0,13,4.9,161,61.2,120,45.6,2,0.8,118,44.9,0,0,9,3.4,4,1.5,32,12.2,143,54.4,12,4.6,1,0.4,102,38.8,0,0,118,44.9,263,100,3,1.1,136,51.7
"'059901","HEREFORD ISD",180,4.7,3868,7,0.2,27,0.7,172,4.4,3009,77.8,1904,49.2,6,0.2,3490,90.2,74,1.9,102,2.6,5,0.1,876,22.6,1964,50.8,254,6.6,1,0,859,22.2,2,0.1,2470,63.9,3868,100,11,0.3,326,8.4
"'059902","WALCOTT ISD",4,2.8,142,0,0,4,2.8,6,4.2,77,54.2,75,52.8,3,2.1,115,81,7,4.9,0,0,0,0,17,12,67,47.2,0,0,0,0,65,45.8,0,0,51,35.9,142,100,1,0.7,22,15.5
"'060902","COOPER ISD",108,13.4,806,3,0.4,62,7.7,69,8.6,508,63,406,50.4,5,0.6,107,13.3,12,1.5,0,0,8,1,21,2.6,400,49.6,0,0,7,0.9,298,37,0,0,308,38.2,806,100,42,5.2,584,72.5
"'060914","FANNINDEL ISD",16,10.1,159,1,0.6,58,36.5,11,6.9,143,89.9,80,50.3,0,0,28,17.6,12,7.5,0,0,0,0,11,6.9,79,49.7,0,0,0,0,16,10.1,0,0,99,62.3,159,100,11,6.9,61,38.4
"'061802","NORTH TEXAS COLLEGIATE ACADEMY",12,1.9,633,6,0.9,131,20.7,10,1.6,564,89.1,327,51.7,3,0.5,354,55.9,46,7.3,0,0,1,0.2,250,39.5,306,48.3,0,0,3,0.5,69,10.9,0,0,555,87.7,633,100,15,2.4,126,19.9
"'061804","LEADERSHIP PREP SCHOOL",125,9.3,1347,425,31.6,182,13.5,42,3.1,17,1.3,681,50.6,0,0,282,20.9,2,0.1,11,0.8,8,0.6,72,5.3,666,49.4,0,0,9,0.7,1330,98.7,0,0,216,16,0,0,39,2.9,411,30.5
"'061805","TRIVIUM ACADEMY",55,9.2,598,144,24.1,32,5.4,44,7.4,11,1.8,286,47.8,0,0,140,23.4,0,0,1,0.2,0,0,50,8.4,312,52.2,0,0,2,0.3,587,98.2,4,0.7,54,9,0,0,26,4.3,252,42.1
"'061901","DENTON ISD",3261,10.8,30267,1005,3.3,5590,18.5,1933,6.4,14475,47.8,14794,48.9,93,0.3,10188,33.7,481,1.6,416,1.4,145,0.5,4836,16,15473,51.1,3,0,266,0.9,15792,52.2,53,0.2,9112,30.1,9218,30.5,811,2.7,12475,41.2
"'061902","LEWISVILLE ISD",3710,7.5,49361,7641,15.5,5721,11.6,2667,5.4,15469,31.3,24156,48.9,48,0.1,15030,30.4,532,1.1,1327,2.7,185,0.4,9120,18.5,25205,51.1,0,0,942,1.9,33892,68.7,51,0.1,18134,36.7,19885,40.3,2147,4.3,18586,37.7
"'061903","PILOT POINT ISD",142,10.4,1362,3,0.2,38,2.8,95,7,655,48.1,635,46.6,3,0.2,657,48.2,37,2.7,7,0.5,10,0.7,374,27.5,727,53.4,0,0,9,0.7,707,51.9,1,0.1,620,45.5,698,51.2,39,2.9,614,45.1
"'061905","KRUM ISD",240,11.4,2101,15,0.7,42,2,141,6.7,672,32,998,47.5,4,0.2,673,32,19,0.9,18,0.9,13,0.6,269,12.8,1103,52.5,0,0,75,3.6,1429,68,1,0,1134,54,597,28.4,70,3.3,1287,61.3
"'061906","PONDER ISD",159,10,1585,9,0.6,30,1.9,63,4,635,40.1,762,48.1,0,0,490,30.9,12,0.8,1,0.1,11,0.7,195,12.3,823,51.9,0,0,82,5.2,950,59.9,3,0.2,463,29.2,714,45,35,2.2,1007,63.5
"'061907","AUBREY ISD",309,11.7,2644,16,0.6,266,10.1,181,6.8,785,29.7,1332,50.4,6,0.2,543,20.5,32,1.2,5,0.2,11,0.4,119,4.5,1312,49.6,0,0,199,7.5,1859,70.3,4,0.2,682,25.8,1261,47.7,104,3.9,1700,64.3
"'061908","SANGER ISD",243,9.5,2569,14,0.5,101,3.9,176,6.9,1061,41.3,1241,48.3,6,0.2,774,30.1,80,3.1,5,0.2,15,0.6,234,9.1,1328,51.7,0,0,147,5.7,1508,58.7,4,0.2,810,31.5,2569,100,101,3.9,1560,60.7
"'061910","ARGYLE ISD",387,10.2,3795,125,3.3,74,1.9,246,6.5,253,6.7,1778,46.9,5,0.1,502,13.2,0,0,2,0.1,19,0.5,119,3.1,2017,53.1,1,0,235,6.2,3542,93.3,3,0.1,600,15.8,43,1.1,113,3,2959,78
"'061911","NORTHWEST ISD",2675,10.5,25383,1278,5,2547,10,1870,7.4,5456,21.5,12521,49.3,40,0.2,5869,23.1,77,0.3,172,0.7,122,0.5,1744,6.9,12862,50.7,5,0,1688,6.7,19927,78.5,63,0.2,7341,28.9,2205,8.7,614,2.4,14890,58.7
"'061912","LAKE DALLAS ISD",607,15.7,3871,103,2.7,345,8.9,429,11.1,1783,46.1,1829,47.2,16,0.4,1291,33.4,15,0.4,3,0.1,29,0.7,396,10.2,2042,52.8,0,0,36,0.9,2088,53.9,2,0.1,1485,38.4,2622,67.7,208,5.4,1893,48.9
"'061914","LITTLE ELM ISD",547,6.7,8108,310,3.8,1459,18,372,4.6,3929,48.5,3937,48.6,30,0.4,3143,38.8,46,0.6,109,1.3,31,0.4,1497,18.5,4171,51.4,0,0,100,1.2,4179,51.5,14,0.2,3516,43.4,3368,41.5,395,4.9,2756,34
"'062901","CUERO ISD",218,11.4,1911,8,0.4,195,10.2,121,6.3,1133,59.3,896,46.9,21,1.1,952,49.8,29,1.5,3,0.2,2,0.1,71,3.7,1015,53.1,1,0.1,20,1,778,40.7,2,0.1,704,36.8,1303,68.2,36,1.9,716,37.5
"'062902","NORDHEIM ISD",8,5.6,144,0,0,4,2.8,5,3.5,72,50,76,52.8,0,0,63,43.8,0,0,0,0,0,0,0,0,68,47.2,0,0,10,6.9,72,50,0,0,66,45.8,144,100,0,0,77,53.5
"'062903","YOAKUM ISD",154,10.3,1495,4,0.3,93,6.2,68,4.5,1125,75.3,701,46.9,6,0.4,994,66.5,26,1.7,11,0.7,1,0.1,257,17.2,794,53.1,12,0.8,14,0.9,370,24.7,0,0,675,45.2,667,44.6,17,1.1,386,25.8
"'062904","YORKTOWN ISD",31,5.9,524,0,0,15,2.9,43,8.2,282,53.8,248,47.3,1,0.2,253,48.3,5,1,2,0.4,2,0.4,8,1.5,276,52.7,0,0,0,0,242,46.2,0,0,272,51.9,375,71.6,8,1.5,246,46.9
"'062905","WESTHOFF ISD",0,0,66,0,0,3,4.5,0,0,35,53,41,62.1,0,0,23,34.8,0,0,0,0,0,0,3,4.5,25,37.9,0,0,0,0,31,47,0,0,4,6.1,65,98.5,1,1.5,39,59.1
"'062906","MEYERSVILLE ISD",8,4.8,166,0,0,3,1.8,7,4.2,77,46.4,78,47,2,1.2,36,21.7,3,1.8,0,0,0,0,0,0,88,53,0,0,3,1.8,89,53.6,0,0,17,10.2,166,100,1,0.6,126,75.9
"'063903","SPUR ISD",41,17.1,240,1,0.4,4,1.7,10,4.2,122,50.8,109,45.4,0,0,100,41.7,12,5,0,0,0,0,1,0.4,131,54.6,0,0,0,0,118,49.2,0,0,96,40,240,100,9,3.8,126,52.5
"'063906","PATTON SPRINGS ISD",5,5.6,90,0,0,0,0,4,4.4,68,75.6,43,47.8,0,0,39,43.3,1,1.1,0,0,0,0,4,4.4,47,52.2,0,0,2,2.2,22,24.4,0,0,20,22.2,90,100,0,0,51,56.7
"'064903","CARRIZO SPRINGS CISD",166,8,2066,6,0.3,10,0.5,136,6.6,1702,82.4,1032,50,12,0.6,1958,94.8,82,4,0,0,0,0,126,6.1,1034,50,77,3.7,9,0.4,364,17.6,0,0,1155,55.9,2066,100,9,0.4,83,4
"'065901","CLARENDON ISD",35,7.9,441,0,0,41,9.3,32,7.3,217,49.2,218,49.4,5,1.1,63,14.3,10,2.3,0,0,0,0,0,0,223,50.6,4,0.9,2,0.5,224,50.8,1,0.2,153,34.7,441,100,25,5.7,311,70.5
"'065902","HEDLEY ISD",12,10.6,113,0,0,0,0,12,10.6,82,72.6,49,43.4,0,0,35,31,0,0,1,0.9,0,0,3,2.7,64,56.6,3,2.7,3,2.7,31,27.4,0,0,13,11.5,113,100,2,1.8,76,67.3
"'066005","RAMIREZ CSD",1,2.3,44,0,0,0,0,2,4.5,43,97.7,22,50,0,0,43,97.7,0,0,0,0,0,0,7,15.9,22,50,1,2.3,0,0,1,2.3,0,0,30,68.2,44,100,0,0,1,2.3
"'066901","BENAVIDES ISD",3,1.2,255,0,0,0,0,3,1.2,225,88.2,126,49.4,0,0,253,99.2,0,0,0,0,0,0,7,2.7,129,50.6,4,1.6,0,0,30,11.8,0,0,109,42.7,254,99.6,0,0,2,0.8
"'066902","SAN DIEGO ISD",110,7.4,1488,1,0.1,1,0.1,64,4.3,1302,87.5,720,48.4,0,0,1468,98.7,11,0.7,0,0,0,0,23,1.5,768,51.6,0,0,52,3.5,186,12.5,0,0,854,57.4,1487,99.9,0,0,18,1.2
"'066903","FREER ISD",41,5.2,783,1,0.1,2,0.3,40,5.1,591,75.5,384,49,0,0,728,93,0,0,0,0,1,0.1,29,3.7,399,51,1,0.1,0,0,192,24.5,0,0,437,55.8,782,99.9,2,0.3,49,6.3
"'067902","CISCO ISD",65,7.7,839,7,0.8,15,1.8,65,7.7,447,53.3,411,49,4,0.5,155,18.5,34,4.1,0,0,6,0.7,12,1.4,428,51,0,0,30,3.6,392,46.7,0,0,264,31.5,602,71.8,18,2.1,638,76
"'067903","EASTLAND ISD",95,8.9,1072,6,0.6,12,1.1,64,6,599,55.9,540,50.4,0,0,296,27.6,38,3.5,0,0,1,0.1,74,6.9,532,49.6,0,0,3,0.3,473,44.1,1,0.1,556,51.9,747,69.7,12,1.1,744,69.4
"'067904","GORMAN ISD",28,10.1,276,0,0,2,0.7,30,10.9,199,72.1,133,48.2,0,0,106,38.4,27,9.8,0,0,0,0,21,7.6,143,51.8,0,0,1,0.4,77,27.9,0,0,129,46.7,143,51.8,6,2.2,162,58.7
"'067907","RANGER ISD",60,17.1,351,2,0.6,10,2.8,48,13.7,259,73.8,172,49,0,0,76,21.7,1,0.3,0,0,6,1.7,12,3.4,179,51,0,0,0,0,92,26.2,0,0,154,43.9,171,48.7,2,0.6,255,72.6
"'067908","RISING STAR ISD",12,6.5,186,1,0.5,1,0.5,7,3.8,127,68.3,98,52.7,1,0.5,40,21.5,1,0.5,0,0,0,0,6,3.2,88,47.3,4,2.2,2,1.1,59,31.7,0,0,56,30.1,98,52.7,1,0.5,143,76.9
"'068802","COMPASS ACADEMY CHARTER SCHOOL",58,4.4,1322,6,0.5,27,2,40,3,137,10.4,650,49.2,0,0,465,35.2,0,0,0,0,4,0.3,1,0.1,672,50.8,0,0,0,0,1185,89.6,2,0.2,23,1.7,24,1.8,20,1.5,798,60.4
"'068803","UTPB STEM ACADEMY",44,5.6,792,10,1.3,18,2.3,20,2.5,158,19.9,368,46.5,0,0,383,48.4,1,0.1,0,0,3,0.4,24,3,424,53.5,0,0,1,0.1,634,80.1,3,0.4,320,40.4,314,39.6,20,2.5,355,44.8
"'068901","ECTOR COUNTY ISD",216,0.7,31881,312,1,1251,3.9,1066,3.3,17639,55.3,15629,49,55,0.2,24867,78,960,3,716,2.2,65,0.2,6771,21.2,16252,51,12,0,404,1.3,14242,44.7,93,0.3,18236,57.2,21399,67.1,398,1.2,4895,15.4
"'069901","ROCKSPRINGS ISD",22,8.1,270,1,0.4,3,1.1,13,4.8,188,69.6,114,42.2,0,0,213,78.9,0,0,0,0,0,0,14,5.2,156,57.8,0,0,1,0.4,82,30.4,0,0,136,50.4,270,100,1,0.4,52,19.3
"'069902","NUECES CANYON CISD",14,5.4,260,0,0,0,0,12,4.6,195,75,132,50.8,0,0,111,42.7,0,0,0,0,1,0.4,4,1.5,128,49.2,0,0,0,0,65,25,0,0,27,10.4,260,100,5,1.9,143,55
"'070801","WAXAHACHIE FAITH FAMILY ACADEMY",30,1.1,2686,0,0,759,28.3,28,1,2663,99.1,1359,50.6,11,0.4,1765,65.7,2,0.1,60,2.2,5,0.2,1427,53.1,1327,49.4,3,0.1,2,0.1,23,0.9,0,0,2032,75.7,2685,100,42,1.6,115,4.3
"'070901","AVALON ISD",19,5.7,332,1,0.3,6,1.8,29,8.7,167,50.3,182,54.8,0,0,132,39.8,0,0,1,0.3,0,0,15,4.5,150,45.2,0,0,0,0,165,49.7,0,0,20,6,331,99.7,1,0.3,192,57.8
"'070903","ENNIS ISD",655,11.2,5836,25,0.4,758,13,467,8,3707,63.5,2778,47.6,1,0,3289,56.4,151,2.6,49,0.8,9,0.2,836,14.3,3058,52.4,3,0.1,0,0,2129,36.5,23,0.4,2751,47.1,5836,100,94,1.6,1638,28.1
