DISTRICT,DAUND18C,DAUND18R,DPEMALLC,DPEMALLP,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRA9R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSA9R,DPERSAKR,DPET504C,DPET504P,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETDSLC,DPETDSLP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETNEDC,DPETNEDP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSAUC,DPETSAUP,DPETSBHC,DPETSBHP,DPETSIMC,DPETSINC,DPETSINP,DPETSNOC,DPETSNOP,DPETSPEC,DPETSPEP,DPETSPHC,DPETSPHP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP
'014901,1,0.1,178,11.8,9.4,2.1,0,1.7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.7,154,9.4,1641,15,0.9,75,4.6,102,6.2,14,0.8,51,3.1,731,44.5,130,7.9,113,6.9,114,6.9,149,9.1,133,8.1,128,7.8,126,7.7,125,7.6,110,6.7,115,7,119,7.3,106,6.5,6,0.4,129,7.9,126,7.7,41,2.5,351,21.4,13,0.8,80,4.9,910,55.5,7,0.4,430,26.2,22,14.8,36,24.2,149,71,47.7,-1,-1,149,9.1,-3,-3,58,3.5,393,23.9,1095,66.7
'014902,0,0,41,12.8,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4.1,342,0,0,55,16.1,40,11.7,1,0.3,7,2,287,83.9,26,7.6,22,6.4,21,6.1,22,6.4,25,7.3,35,10.2,23,6.7,26,7.6,25,7.3,22,6.4,24,7,22,6.4,0,0,3,0.9,26,7.6,23,6.7,225,65.8,1,0.3,55,16.1,55,16.1,0,0,150,43.9,-1,-1,9,30,30,13,43.3,0,0,30,8.8,-3,-3,9,2.6,70,20.5,67,19.6
'014903,1,0,1445,13,1.7,0,0.8,0,0.1,0,0,0.1,3.8,1,2.8,0,0,0,0.8,0,0,1.1000000000000001,9.6999999999999993,5.3,1418,12,11861,233,2,734,6.2,792,6.7,163,1.3,419,3.5,5402,45.5,870,7.3,852,7.2,862,7.3,887,7.5,885,7.5,993,8.4,906,7.6,927,7.8,942,7.9,855,7.2,853,7.2,794,6.7,35,0.3,1112,9.4,807,6.8,393,3.3,3987,33.6,56,0.5,759,6.4,6459,54.5,47,0.4,4927,41.5,173,11.6,381,25.5,1497,613,40.9,30,2,1497,12.6,300,20,524,4.4,2728,23,6222,52.5
'014905,0,0,42,6.8,5.9,0,0,0,0,0,0,0,0,5,0,0,16.7,0,0,0,0,0,0,0,72,11,656,0,0,19,2.9,20,3,2,0.3,44,6.7,321,48.9,48,7.3,50,7.6,48,7.3,47,7.2,37,5.6,48,7.3,50,7.6,49,7.5,50,7.6,50,7.6,56,8.5,54,8.2,2,0.3,43,6.6,43,6.6,24,3.7,183,27.9,2,0.3,19,2.9,335,51.1,0,0,214,32.6,-1,-1,-3,-3,56,26,46.4,0,0,56,8.5,15,26.8,18,2.7,237,36.1,433,66
'014906,45,0.2,12707,28.2,6.7,3.7,2.2999999999999998,1.6,1.2,0.5,1,1,12.2,0.7,13.6,5.4,3,2.2999999999999998,1.7,2.1,1.2,3.3,23.4,4.0999999999999996,4399,9.8,44919,1071,2.4,4251,9.5,15735,35,1070,2.2,2228,5,27668,61.6,3686,8.2,3533,7.9,3348,7.5,3460,7.7,3371,7.5,3318,7.4,3101,6.9,3002,6.7,3258,7.3,2881,6.4,2500,5.6,2478,5.5,122,0.3,1427,3.2,3570,7.9,3291,7.3,13719,30.5,267,0.6,4715,10.5,17251,38.4,927,2.1,23160,51.6,688,12.2,1294,23,5617,2276,40.5,116,2.1,5617,12.5,1243,22.1,3439,7.7,8364,18.6,9761,21.7
'014907,0,0,82,9.7,6,3.6,0,0,0,0,0,0,0,3.6,20,0,0,0,0,0,0,0,0,0,98,11.3,867,5,0.6,40,4.6,12,1.4,8,0.9,57,6.6,448,51.7,69,8,54,6.2,59,6.8,48,5.5,64,7.4,65,7.5,67,7.7,74,8.5,83,9.6,67,7.7,64,7.4,54,6.2,1,0.1,76,8.8,69,8,29,3.3,272,31.4,4,0.5,42,4.8,419,48.3,0,0,417,48.1,7,9.9,22,31,71,23,32.4,0,0,71,8.2,19,26.8,14,1.6,269,31,560,64.6
'014908,0,0,182,10.1,2.6,2.8,0,0,0,0.6,0,0.9,1.3,4,0,7.7,0,0,0,0,0,0,40,14.3,215,11,1948,12,0.6,98,5,26,1.3,16,0.8,91,4.7,535,27.5,120,6.2,140,7.2,165,8.5,143,7.3,133,6.8,153,7.9,172,8.8,154,7.9,145,7.4,165,8.5,153,7.9,117,6,1,0.1,137,7,125,6.4,62,3.2,428,22,5,0.3,98,5,1413,72.5,2,0.1,476,24.4,14,10.9,35,27.1,129,55,42.6,0,0,129,6.6,25,19.4,75,3.9,500,25.7,1400,71.9
'014909,17,0.4,2093,24,1.6,0.5,0.7,0.2,0.2,0.2,0.6,0,10.3,1.3,2,3.2,0,0,0,0,0,0,16,3.2,885,10.2,8698,137,1.6,1052,12.1,2324,26.7,217,2.3,283,3.3,6261,72,630,7.2,624,7.2,647,7.4,646,7.4,682,7.8,665,7.6,676,7.8,607,7,673,7.7,597,6.9,544,6.3,487,5.6,25,0.3,567,6.5,673,7.7,522,6,3914,45,22,0.3,1055,12.1,2437,28,21,0.2,5606,64.5,64,6.2,169,16.5,1025,601,58.6,14,1.4,1025,11.8,177,17.3,321,3.7,2156,24.8,1959,22.5
'014910,0,0,149,10.4,2.5,0,0,0,1.1000000000000001,0,0,0,3.1,2.2000000000000002,23.1,9.1,0,0,0,0,0,0,0,7.1,161,10.5,1539,4,0.3,55,3.6,28,1.8,23,1.4,97,6.3,788,51.2,109,7.1,90,5.8,126,8.2,119,7.7,125,8.1,110,7.1,120,7.8,122,7.9,119,7.7,108,7,109,7.1,112,7.3,3,0.2,88,5.7,113,7.3,54,3.5,423,27.5,5,0.3,56,3.6,751,48.8,0,0,656,42.6,-3,-3,38,18.9,201,105,52.2,-1,-1,201,13.1,43,21.4,52,3.4,426,27.7,1027,66.7
'015801,2,0.4,349,72.9,.,.,.,.,.,.,.,.,32.799999999999997,.,.,.,.,.,.,.,.,.,22.2,.,2,0.9,228,0,0,4,1.8,4,1.8,0,0,0,0,196,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,24.1,53,23.2,48,21.1,72,31.6,0,0,0,0,0,0,0,0,215,94.3,0,0,5,2.2,32,14,0,0,197,86.4,-1,-1,11,47.8,23,10,43.5,0,0,23,10.1,-1,-1,2,0.9,220,96.5,7,3.1
'015802,4,1.1,376,43.2,4.8,8,3.9,1.9,4.7,0,4.8,0,17.600000000000001,0.9,11.1,40,16.7,0,25,0,0,25,27.3,0,50,4.7,1054,3,0.3,208,19.7,424,40.2,0,0,15,1.4,1054,100,86,8.2,64,6.1,48,4.6,51,4.8,62,5.9,27,2.6,41,3.9,34,3.2,53,5,34,3.2,34,3.2,26,2.5,0,0,0,0,114,10.8,380,36.1,554,52.6,5,0.5,187,17.7,0,0,0,0,1054,100,0,0,17,23.3,73,28,38.4,0,0,73,6.9,28,38.4,21,2,236,22.4,47,4.5
'015805,3,0.8,132,17.8,0,10.3,5.8,7.3,1.9,8.3000000000000007,5.7,1.6,11.6,2.9,0,0,0,0,0,0,10,0,0,.,55,8.3,663,1,0.2,71,10.7,24,3.6,0,0,15,2.3,586,88.4,31,4.7,35,5.3,44,6.6,55,8.3,36,5.4,56,8.4,55,8.3,59,8.9,45,6.8,43,6.5,65,9.8,39,5.9,0,0,0,0,23,3.5,77,11.6,607,91.6,0,0,73,11,77,11.6,1,0.2,383,57.8,-1,-1,8,21.1,38,19,50,0,0,38,5.7,-3,-3,5,0.8,28,4.2,25,3.8
'015806,0,0,163,26,15.5,16.100000000000001,6.7,8.1999999999999993,10.199999999999999,0,0,0,0,5.6,0,0,0,0,0,0,0,0,0,.,41,6.3,649,6,0.9,122,18.8,177,27.3,0,0,25,3.9,599,92.3,72,11.1,67,10.3,56,8.6,49,7.6,44,6.8,47,7.2,31,4.8,38,5.9,27,4.2,38,5.9,23,3.5,29,4.5,0,0,0,0,69,10.6,59,9.1,433,66.7,0,0,123,19,50,7.7,2,0.3,464,71.5,-1,-1,9,17.3,52,34,65.4,-1,-1,52,8,7,13.5,16,2.5,186,28.7,15,2.3
'015807,1,0.2,369,37.8,0,1.9,2,4.5,7.4,2.2999999999999998,8.6999999999999993,6.3,4.7,4.3,0,0,0,0,0,0,0,0,8.3000000000000007,14.3,56,5.7,983,1,0.1,81,8.2,129,13.1,3,0.3,30,3.1,812,82.6,75,7.6,73,7.4,63,6.4,60,6.1,60,6.1,72,7.3,68,6.9,57,5.8,73,7.4,98,10,70,7.1,53,5.4,0,0,52,5.3,72,7.3,89,9.1,644,65.5,2,0.2,105,10.7,171,17.4,1,0.1,731,74.4,9,8.4,21,19.6,107,54,50.5,0,0,107,10.9,23,21.5,36,3.7,367,37.3,170,17.3
'015808,57,3.2,1885,83.7,5.3,3.6,0,0,0,2.4,3.8,3.1,33.5,0,0,0,0,0,0,0,0,0,31.9,.,76,8.8,863,6,0.7,5,0.6,108,12.5,0,0,11,1.3,529,61.3,35,4.1,30,3.5,34,3.9,33,3.8,39,4.5,70,8.1,93,10.8,105,12.2,188,21.8,124,14.4,56,6.5,29,3.4,0,0,0,0,27,3.1,0,0,452,52.4,0,0,16,1.9,334,38.7,1,0.1,523,60.6,14,7.2,125,64.4,194,45,23.2,0,0,194,22.5,10,5.2,19,2.2,74,8.6,277,32.1
'015809,0,0,52,18.8,0,0,0,0,0,0,3.6,0,.,0,0,0,0,12.5,0,0,.,0,.,0,16,4.6,349,0,0,76,21.8,21,6,0,0,16,4.6,328,94,35,10,26,7.4,26,7.4,26,7.4,24,6.9,23,6.6,24,6.9,28,8,0,0,0,0,0,0,0,0,0,0,3,0.9,31,8.9,106,30.4,316,90.5,0,0,76,21.8,21,6,0,0,297,85.1,-1,-1,-3,-3,33,14,42.4,0,0,33,9.5,12,36.4,2,0.6,0,0,10,2.9
'015814,0,0,146,73.7,.,.,.,.,.,.,.,.,60.6,.,.,.,.,.,.,.,.,.,100,.,5,3.8,131,0,0,3,2.3,13,9.9,0,0,0,0,109,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,36.6,37,28.2,31,23.7,15,11.5,0,0,0,0,0,0,0,0,113,86.3,0,0,3,2.3,22,16.8,0,0,111,84.7,0,0,7,50,14,7,50,0,0,14,10.7,0,0,0,0,29,22.1,5,3.8
'015815,1,0.3,95,18.9,0,0,10.5,0,0,0,1.7,1.5,0,0,0,0,0,0,0,0,0,0,0,0,55,8.7,635,1,0.2,221,34.8,83,13.1,0,0,5,0.8,427,67.2,43,6.8,30,4.7,23,3.6,51,8,40,6.3,84,13.2,76,12,71,11.2,47,7.4,45,7.1,31,4.9,20,3.1,0,0,22,3.5,39,6.1,35,5.5,474,74.6,3,0.5,222,35,208,32.8,2,0.3,506,79.7,12,26.1,5,10.9,46,16,34.8,0,0,46,7.2,13,28.3,12,1.9,167,26.3,60,9.4
'015822,10,0.6,876,16.2,2.1,1,1,0.8,0.7,0.4,1.4,0.3,2.4,0.6,0,3.1,0,2.5,0,0,2.6,0,4.2,0,2,0,5957,57,1,1203,20.2,426,7.2,0,0,193,3.2,4215,70.8,521,8.7,498,8.4,579,9.7,601,10.1,598,10,636,10.7,539,9,461,7.7,242,4.1,185,3.1,140,2.4,108,1.8,0,0,432,7.3,494,8.3,355,6,4902,82.3,9,0.2,1316,22.1,1742,29.2,1,0,3797,63.7,-3,-3,67,16.3,412,193,46.8,-1,-1,412,6.9,110,26.7,83,1.4,156,2.6,479,8
'015825,3,4.2,82,26.9,0,13.6,3.8,0,0,0,0,0,.,0,66.7,0,0,0,0,0,.,0,.,.,0,0,332,0,0,83,25,21,6.3,0,0,0,0,293,88.3,21,6.3,35,10.5,22,6.6,31,9.3,36,10.8,52,15.7,24,7.2,26,7.8,0,0,0,0,0,0,0,0,0,0,15,4.5,39,11.7,46,13.9,291,87.7,0,0,84,25.3,39,11.7,0,0,176,53,-1,-1,-1,-1,21,15,71.4,0,0,21,6.3,-1,-1,6,1.8,0,0,14,4.2
'015827,16,2.7,172,11.3,4.2,2.4,4.0999999999999996,3.6,0,0,2.6,0,1.1000000000000001,0.8,0,7.1,0,20,0,0,0,0,0,25,108,5.8,1851,102,5.5,305,16.5,393,21.2,0,0,58,3.1,958,51.8,174,9.4,170,9.2,170,9.2,188,10.2,140,7.6,192,10.4,137,7.4,122,6.6,84,4.5,85,4.6,78,4.2,74,4,0,0,164,8.9,151,8.2,86,4.6,964,52.1,9,0.5,314,17,893,48.2,4,0.2,541,29.2,-3,-3,39,29.8,131,44,33.6,-1,-1,131,7.1,24,18.3,61,3.3,335,18.1,318,17.2
'015828,22,1.1,634,14.7,1.6,1.9,0.7,1,0.3,1.4,0.5,2.5,2.2000000000000002,1.1000000000000001,0,5,3.3,0,0,0,3,0,0,5.6,232,5.1,4512,45,1,1331,29.5,257,5.7,0,0,101,2.2,3673,81.4,285,6.3,269,6,291,6.4,340,7.5,352,7.8,545,12.1,535,11.9,480,10.6,336,7.4,278,6.2,244,5.4,201,4.5,0,0,439,9.7,272,6,84,1.9,3710,82.2,7,0.2,1442,32,839,18.6,6,0.1,2116,46.9,69,19.4,97,27.3,355,138,38.9,-1,-1,355,7.9,-3,-3,48,1.1,1150,25.5,439,9.7
'015830,16,1.2,678,22.4,0.5,0,0,0.4,1.2,0,0.4,0.4,3.7,0.6,0,0,0,0,0,0,0,0,5,0,163,4.9,3322,121,3.6,273,8.2,146,4.4,0,0,25,0.8,2363,71.1,241,7.3,259,7.8,272,8.2,296,8.9,293,8.8,322,9.7,267,8,276,8.3,214,6.4,187,5.6,170,5.1,116,3.5,0,0,259,7.8,252,7.6,157,4.7,2716,81.8,7,0.2,288,8.7,959,28.9,8,0.2,1237,37.2,39,17.6,48,21.6,222,88,39.6,0,0,222,6.7,47,21.2,42,1.3,865,26,282,8.5
'015831,13,3.1,217,13.3,2.2999999999999998,2.6,1.2,0,1.2,0.6,1.6,0.9,0,0.7,10,22.2,20,0,0,4.2,0,0,0,8.3000000000000007,120,5,2380,120,5,289,12.1,368,15.5,0,0,63,2.6,1540,64.7,232,9.7,285,12,229,9.6,223,9.4,249,10.5,254,10.7,192,8.1,146,6.1,68,2.9,41,1.7,22,0.9,16,0.7,0,0,186,7.8,252,10.6,171,7.2,1439,60.5,5,0.2,294,12.4,840,35.3,1,0,563,23.7,-3,-3,49,25.9,189,53,28,-1,-1,189,7.9,43,22.8,60,2.5,145,6.1,387,16.3
'015833,2,1.3,25,16.4,.,.,.,.,.,.,.,.,13.6,.,.,.,.,.,.,.,.,.,0,.,6,4.7,127,1,0.8,1,0.8,3,2.4,0,0,0,0,67,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,19.7,32,25.2,32,25.2,38,29.9,0,0,0,0,0,0,0,0,103,81.1,1,0.8,1,0.8,60,47.2,2,1.6,66,52,0,0,-1,-1,8,5,62.5,0,0,8,6.3,-1,-1,1,0.8,108,85,16,12.6
'015834,3,0.4,367,15.2,0.5,0,0,1.4,0,1.7,0.5,1,0,0,0,0,14.3,10,33.299999999999997,0,0,0,0,0,147,5.7,2597,969,37.3,281,10.8,91,3.5,0,0,17,0.7,142,5.5,268,10.3,255,9.8,252,9.7,256,9.9,257,9.9,251,9.7,244,9.4,203,7.8,114,4.4,96,3.7,80,3.1,70,2.7,0,0,0,0,251,9.7,0,0,505,19.4,18,0.7,368,14.2,2455,94.5,3,0.1,578,22.3,10,20.8,9,18.8,48,6,12.5,0,0,48,1.8,23,47.9,153,5.9,0,0,858,33
'015835,17,2.1,134,5.2,1.6,0.8,1.1000000000000001,0,0.4,2,0.4,2.1,0.7,0.8,4.8,4.3,5.3,0,4.8,0,0,0,0,0,179,5,3615,468,12.9,157,4.3,103,2.8,0,0,66,1.8,648,17.9,405,11.2,404,11.2,394,10.9,353,9.8,348,9.6,320,8.9,288,8,271,7.5,188,5.2,153,4.2,48,1.3,36,1,0,0,0,0,407,11.3,0,0,1372,38,2,0.1,180,5,2967,82.1,0,0,762,21.1,-3,-3,41,19.8,207,40,19.3,-1,-1,207,5.7,87,42,120,3.3,0,0,1550,42.9
'015836,0,0,33,11.3,4.8,0,2.7,7.3,0,4.8,2.8,0,.,11.1,0,0,0,0,33.299999999999997,0,0,.,.,40,22,6.5,337,18,5.3,19,5.6,2,0.6,0,0,4,1.2,42,12.5,44,13.1,44,13.1,44,13.1,42,12.5,40,11.9,22,6.5,21,6.2,36,10.7,0,0,0,0,0,0,0,0,0,0,0,0,44,13.1,0,0,180,53.4,1,0.3,22,6.5,295,87.5,0,0,70,20.8,-1,-1,-3,-3,25,8,32,0,0,25,7.4,9,36,14,4.2,0,0,122,36.2
'015838,1,2,41,33.9,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,0,0,.,.,.,26,13.5,193,3,1.6,19,9.8,2,1,0,0,9,4.7,166,86,0,0,0,0,0,0,0,0,0,0,60,31.1,76,39.4,57,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,91.2,0,0,19,9.8,27,14,0,0,60,31.1,0,0,-3,-3,22,11,50,0,0,22,11.4,-1,-1,2,1,0,0,10,5.2
'015901,0,0,337,7.3,0.7,0.3,0,0,0,0,0,0,4.8,0,0,0,4,0,0,0,0,0,27.5,0,511,10.6,4843,163,3.4,427,8.8,115,2.4,54,1.1,288,5.9,956,19.7,350,7.2,320,6.6,354,7.3,340,7,358,7.4,373,7.7,364,7.5,384,7.9,429,8.9,406,8.4,397,8.2,369,7.6,25,0.5,1002,20.7,316,6.5,58,1.2,1934,39.9,19,0.4,313,6.5,3887,80.3,10,0.2,1285,26.5,93,23.5,99,25,396,119,30.1,9,2.3,396,8.2,76,19.2,54,1.1,731,15.1,2548,52.6
'015904,98,1.5,2875,20.3,8.6,6.6,5,1.3,0.9,1,1,0.9,11.3,1,12,2.8,0.9,0.9,0,0.8,0.8,0,19.2,3.8,1384,9.8,14073,9,0.1,2907,20.7,61,0.4,322,2.1,625,4.4,12386,88,977,6.9,948,6.7,1027,7.3,1037,7.4,1113,7.9,990,7,1003,7.1,1029,7.3,1206,8.6,1022,7.3,927,6.6,760,5.4,2,0,936,6.7,855,6.1,1177,8.4,13768,97.8,2,0,2415,17.2,1687,12,0,0,10520,74.8,134,9.7,311,22.5,1384,647,46.7,6,0.4,1384,9.8,286,20.7,16,0.1,4784,34,217,1.5
'015905,10,0.2,3256,32.8,6.6,3.7,3.3,1,1.5,0.2,0.5,0.1,19.2,0.6,2.8,2.9,1.3,0,0,2.2000000000000002,0,1.3,25.3,0,737,7.2,10166,51,0.5,2043,20.1,144,1.4,211,1.8,443,4.4,9627,94.7,728,7.2,750,7.4,767,7.5,795,7.8,799,7.9,676,6.6,646,6.4,651,6.4,888,8.7,604,5.9,556,5.5,504,5,5,0,584,5.7,669,6.6,1128,11.1,9882,97.2,3,0,2084,20.5,539,5.3,5,0,7726,76,81,7.8,314,30.4,1034,371,35.9,12,1.2,1034,10.2,256,24.8,19,0.2,2399,23.6,62,0.6
'015906,0,0,190,13.3,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,7,1467,38,2.6,2,0.1,292,19.9,10,0.6,30,2,109,7.4,102,7,100,6.8,102,7,100,6.8,104,7.1,119,8.1,126,8.6,122,8.3,125,8.5,121,8.2,123,8.4,107,7.3,4,0.3,162,11,91,6.2,21,1.4,338,23,3,0.2,2,0.1,1358,92.6,12,0.8,347,23.7,22,17.3,33,26,127,33,26,0,0,127,8.7,39,30.7,175,11.9,316,21.5,609,41.5
'015907,5,0,12723,25.5,1.8,1.3,0.7,0.6,1.3,0.7,1.5,1.3,16.899999999999999,0.2,1.2,0.6,0.4,0,0.6,0.2,0.4,1.3,27.2,1.3,2283,4.7,48720,183,0.4,9178,18.8,3055,6.3,983,1.7,1715,3.5,44031,90.4,3437,7.1,3459,7.1,3513,7.2,3864,7.9,3837,7.9,3432,7,3097,6.4,3237,6.6,3941,8.1,3227,6.6,2787,5.7,2729,5.6,18,0,3289,6.8,3349,6.9,4793,9.8,43991,90.3,46,0.1,9572,19.6,4689,9.6,13,0,35728,73.3,501,9.4,1160,21.7,5350,2567,48,79,1.5,5350,11,1043,19.5,269,0.6,11011,22.6,1163,2.4
'015908,36,0.8,1753,19.3,1.2,0.2,0.5,0.1,0.3,0.4,0.3,1.4,18.8,0.4,1.6,0,0,0,1.3,0,0,0,34.4,0,485,5.4,8934,7,0.1,1489,16.7,107,1.2,74,0.7,249,2.8,8125,90.9,541,6.1,580,6.5,717,8,707,7.9,765,8.6,646,7.2,611,6.8,661,7.4,824,9.2,683,7.6,515,5.8,595,6.7,23,0.3,590,6.6,591,6.6,475,5.3,8663,97,7,0.1,1560,17.5,809,9.1,4,0,6243,69.9,62,6.7,144,15.6,925,444,48,18,1.9,925,10.4,257,27.8,18,0.2,2663,29.8,128,1.4
'015909,6,0.3,588,14.8,4.7,3.6,4.0999999999999996,0,0,0,1.3,1.1000000000000001,11.3,0,10,4.2,0,0,0,2.2000000000000002,2.9,6.3,31.3,0,327,7.9,4156,5,0.1,618,14.9,20,0.5,116,2.5,178,4.3,3471,83.5,267,6.4,263,6.3,304,7.3,282,6.8,293,7.1,316,7.6,336,8.1,333,8,360,8.7,315,7.6,272,6.5,260,6.3,5,0.1,209,5,272,6.5,278,6.7,3668,88.3,6,0.1,680,16.4,685,16.5,4,0.1,2474,59.5,34,8.7,73,18.7,391,201,51.4,14,3.6,391,9.4,69,17.6,24,0.6,1348,32.4,429,10.3
'015910,17,0.1,11535,17.3,2.8,1.3,0.9,0.4,0.3,0.5,0.7,0.4,6.1,2.4,4.7,1.6,1.2,0,0.3,0.9,1,0.4,12.7,6.6,4612,7.1,64850,2423,3.7,9910,15.3,4784,7.4,1248,1.7,1507,2.3,31386,48.4,4487,6.9,4427,6.8,4562,7,4770,7.4,4929,7.6,4843,7.5,4868,7.5,4954,7.6,5723,8.8,5326,8.2,4997,7.7,5103,7.9,180,0.3,4539,7,4134,6.4,1547,2.4,38722,59.7,159,0.2,8588,13.2,33464,51.6,81,0.1,28291,43.6,989,15.5,1562,24.5,6372,2415,37.9,219,3.4,6372,9.8,1187,18.6,2352,3.6,15534,24,16329,25.2
'015911,14,0.3,1836,18,0.4,0.7,0,0,0.2,0.1,0,0.7,12.4,0,0,0,0,0,0,0,0,0,25.3,0,1016,10.1,10029,52,0.5,1622,16.2,851,8.5,383,3.4,638,6.4,6811,67.9,575,5.7,664,6.6,688,6.9,704,7,794,7.9,780,7.8,808,8.1,854,8.5,930,9.3,799,8,756,7.5,682,6.8,33,0.3,544,5.4,601,6,361,3.6,7423,74,12,0.1,1149,11.5,3218,32.1,8,0.1,5623,56.1,143,12.9,282,25.5,1105,458,41.4,12,1.1,1105,11,210,19,154,1.5,2439,24.3,1529,15.2
'015912,23,0.3,2395,17.4,0.3,0.8,0.2,0.3,0.1,0.1,0.1,0.1,11.1,0.3,2.1,2.5,0,0,0,0,0,0,20,0,1010,7.4,13733,49,0.4,2305,16.8,427,3.1,484,3.2,633,4.6,11692,85.1,908,6.6,905,6.6,1002,7.3,1072,7.8,1081,7.9,1086,7.9,1037,7.6,1134,8.3,1196,8.7,1095,8,853,6.2,877,6.4,49,0.4,1440,10.5,829,6,609,4.4,12416,90.4,23,0.2,2329,17,2041,14.9,4,0,9509,69.2,159,9.3,285,16.7,1704,896,52.6,41,2.4,1704,12.4,323,19,104,0.8,2918,21.2,710,5.2
'015913,1,0.3,267,26.6,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,22.2,0,37,3.5,1072,18,1.7,18,1.7,149,13.9,3,0.2,7,0.7,196,18.3,101,9.4,109,10.2,100,9.3,94,8.8,76,7.1,86,8,60,5.6,75,7,57,5.3,55,5.1,39,3.6,36,3.4,4,0.4,99,9.2,106,9.9,74,6.9,271,25.3,0,0,20,1.9,876,81.7,10,0.9,252,23.5,39,28.9,-3,-3,135,29,21.5,-1,-1,135,12.6,36,26.7,144,13.4,179,16.7,480,44.8
'015914,0,0,324,21.3,1.3,0,0,0,0,0,0,0,2.9,0,10.5,6.7,0,0,0,0,0,0,0,0,74,4.7,1586,30,1.9,35,2.2,247,15.6,14,0.8,8,0.5,430,27.1,141,8.9,123,7.8,133,8.4,131,8.3,108,6.8,122,7.7,105,6.6,86,5.4,116,7.3,106,6.7,97,6.1,85,5.4,5,0.3,113,7.1,130,8.2,98,6.2,481,30.3,14,0.9,36,2.3,1156,72.9,25,1.6,427,26.9,49,25.9,45,23.8,189,58,30.7,-1,-1,189,11.9,-3,-3,161,10.2,342,21.6,628,39.6
'015915,56,0.1,17740,16.8,1.4,0.8,0.3,0.2,0.1,0.2,0.3,0.2,6.8,0.9,2.6,0.7,0.4,0,0.3,0.2,0,0.5,13.4,2.9,11081,10.5,105797,3552,3.4,8869,8.4,6993,6.6,1520,1.3,3375,3.2,52367,49.5,7337,6.9,7765,7.3,7809,7.4,8048,7.6,8394,7.9,8165,7.7,7723,7.3,7953,7.5,8857,8.4,7952,7.5,7822,7.4,7074,6.7,715,0.7,8214,7.8,7208,6.8,2975,2.8,71929,68,140,0.1,9786,9.2,53430,50.5,277,0.3,49842,47.1,1953,15.2,2624,20.5,12831,4872,38,38,0.3,12831,12.1,3344,26.1,2967,2.8,25296,23.9,19939,18.8
'015916,59,0.5,5164,21.7,4.8,4.0999999999999996,2.2000000000000002,0.9,0.8,1.3,2.1,0.9,9,1.8,6.7,5.5,2.2999999999999998,1.4,0,2.1,4.5,1.3,17.5,4.4000000000000004,1995,8.7,22848,447,2,2133,9.3,4895,21.4,559,2.2,1551,6.8,15421,67.5,1671,7.3,1679,7.3,1701,7.4,1830,8,1799,7.9,1776,7.8,1770,7.7,1612,7.1,1957,8.6,1801,7.9,1903,8.3,1124,4.9,84,0.4,1543,6.8,1537,6.7,604,2.6,13131,57.5,69,0.3,2237,9.8,7427,32.5,79,0.3,16222,71,387,14.6,629,23.8,2645,1176,44.5,32,1.2,2645,11.6,421,15.9,838,3.7,6367,27.9,3389,14.8
'015917,22,0.8,1109,19.8,5.8,1.2,1.6,0.2,0.8,0.3,1.3,0.3,19.899999999999999,1.1000000000000001,8.1,0,0,0,2,0,0,0,28.3,0,465,8.2,5660,16,0.3,1014,17.9,76,1.3,62,1,340,6,4661,82.3,391,6.9,344,6.1,416,7.3,458,8.1,473,8.4,444,7.8,424,7.5,416,7.3,522,9.2,443,7.8,354,6.3,291,5.1,11,0.2,486,8.6,347,6.1,326,5.8,5182,91.6,2,0,941,16.6,999,17.7,0,0,3822,67.5,44,7.2,121,19.7,614,341,55.5,17,2.8,614,10.8,91,14.8,25,0.4,1765,31.2,359,6.3
